TEFF   5777.  GRAVITY 4.43770 LTE 
TITLE  [0.0] VTURB=1.0 KM/SEC  L/H=1.25 NOVER NEW ODF ASPLUND ABUNDANCES        
 OPACITY IFOP 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 0 0 0 0
 CONVECTION ON   1.25 TURBULENCE OFF  0.00  0.00  0.00  0.00
ABUNDANCE SCALE   1.00000 ABUNDANCE CHANGE 1 0.92080 2 0.07837
 ABUNDANCE CHANGE  3 -10.99  4 -10.66  5  -9.34  6  -3.65  7  -4.26  8  -3.38
 ABUNDANCE CHANGE  9  -7.48 10  -4.20 11  -5.87 12  -4.51 13  -5.67 14  -4.53
 ABUNDANCE CHANGE 15  -6.68 16  -4.90 17  -6.54 18  -5.86 19  -6.96 20  -5.73
 ABUNDANCE CHANGE 21  -8.99 22  -7.14 23  -8.04 24  -6.40 25  -6.65 26  -4.59
 ABUNDANCE CHANGE 27  -7.12 28  -5.81 29  -7.83 30  -7.44 31  -9.16 32  -8.46
 ABUNDANCE CHANGE 33  -9.75 34  -8.71 35  -9.48 36  -8.76 37  -9.44 38  -9.12
 ABUNDANCE CHANGE 39  -9.83 40  -9.45 41 -10.62 42 -10.12 43 -20.00 44 -10.20
 ABUNDANCE CHANGE 45 -10.92 46 -10.35 47 -11.10 48 -10.27 49 -10.44 50 -10.04
 ABUNDANCE CHANGE 51 -11.04 52  -9.85 53 -10.53 54  -9.77 55 -10.97 56  -9.87
 ABUNDANCE CHANGE 57 -10.91 58 -10.46 59 -11.33 60 -10.59 61 -20.00 62 -11.03
 ABUNDANCE CHANGE 63 -11.52 64 -10.92 65 -11.76 66 -10.90 67 -11.53 68 -11.11
 ABUNDANCE CHANGE 69 -12.04 70 -10.96 71 -11.98 72 -11.16 73 -12.21 74 -10.93
 ABUNDANCE CHANGE 75 -11.81 76 -10.59 77 -10.66 78 -10.40 79 -11.03 80 -10.91
 ABUNDANCE CHANGE 81 -11.14 82 -10.04 83 -11.39 84 -20.00 85 -20.00 86 -20.00
 ABUNDANCE CHANGE 87 -20.00 88 -20.00 89 -20.00 90 -11.98 91 -20.00 92 -12.51
 ABUNDANCE CHANGE 93 -20.00 94 -20.00 95 -20.00 96 -20.00 97 -20.00 98 -20.00
 ABUNDANCE CHANGE 99 -20.00
READ DECK6 72 RHOX,T,P,XNE,ABROSS,ACCRAD,VTURB, FLXCNV,VCONV,VELSND
 6.12960183E-04   3686.1 1.679E+01 2.580E+09 2.175E-04 4.386E-02 1.000E+05 0.000E+00 0.000E+00 6.749E+05
 7.99409863E-04   3714.1 2.190E+01 3.318E+09 2.595E-04 5.028E-02 1.000E+05 0.000E+00 0.000E+00 6.678E+05
 1.00851743E-03   3740.4 2.763E+01 4.139E+09 3.077E-04 5.661E-02 1.000E+05 0.000E+00 0.000E+00 6.635E+05
 1.24319378E-03   3770.5 3.406E+01 5.067E+09 3.663E-04 6.336E-02 1.000E+05 0.000E+00 0.000E+00 6.614E+05
 1.50599895E-03   3802.3 4.126E+01 6.113E+09 4.363E-04 7.040E-02 1.000E+05 0.000E+00 0.000E+00 6.607E+05
 1.80904507E-03   3830.9 4.956E+01 7.304E+09 4.916E-04 6.767E-02 1.000E+05 0.000E+00 0.000E+00 6.603E+05
 2.16713234E-03   3858.9 5.937E+01 8.702E+09 5.557E-04 6.538E-02 1.000E+05 0.000E+00 0.000E+00 6.603E+05
 2.58892623E-03   3885.8 7.093E+01 1.033E+10 6.300E-04 6.347E-02 1.000E+05 0.000E+00 0.000E+00 6.607E+05
 3.08449791E-03   3911.9 8.451E+01 1.223E+10 7.158E-04 6.191E-02 1.000E+05 0.000E+00 0.000E+00 6.613E+05
 3.66552692E-03   3937.1 1.004E+02 1.444E+10 8.148E-04 6.073E-02 1.000E+05 0.000E+00 0.000E+00 6.621E+05
 4.34663547E-03   3961.7 1.191E+02 1.700E+10 9.263E-04 5.950E-02 1.000E+05 0.000E+00 0.000E+00 6.630E+05
 5.14506462E-03   3985.6 1.410E+02 1.998E+10 1.054E-03 5.876E-02 1.000E+05 0.000E+00 0.000E+00 6.641E+05
 6.08160202E-03   4009.0 1.666E+02 2.344E+10 1.197E-03 5.809E-02 1.000E+05 0.000E+00 0.000E+00 6.652E+05
 7.18017874E-03   4031.9 1.967E+02 2.746E+10 1.362E-03 5.780E-02 1.000E+05 0.000E+00 0.000E+00 6.664E+05
 8.46685369E-03   4054.4 2.320E+02 3.212E+10 1.552E-03 5.790E-02 1.000E+05 0.000E+00 0.000E+00 6.677E+05
 9.97204673E-03   4076.8 2.732E+02 3.752E+10 1.770E-03 5.836E-02 1.000E+05 0.000E+00 0.000E+00 6.690E+05
 1.17312827E-02   4099.3 3.214E+02 4.379E+10 2.020E-03 5.913E-02 1.000E+05 0.000E+00 0.000E+00 6.704E+05
 1.37881699E-02   4122.4 3.778E+02 5.106E+10 2.303E-03 5.979E-02 1.000E+05 0.000E+00 0.000E+00 6.719E+05
 1.61926370E-02   4145.9 4.436E+02 5.950E+10 2.629E-03 6.073E-02 1.000E+05 0.000E+00 0.000E+00 6.735E+05
 1.90000955E-02   4169.9 5.205E+02 6.930E+10 3.004E-03 6.198E-02 1.000E+05 0.000E+00 0.000E+00 6.752E+05
 2.22806168E-02   4195.0 6.104E+02 8.069E+10 3.425E-03 6.298E-02 1.000E+05 0.000E+00 0.000E+00 6.770E+05
 2.61160905E-02   4220.6 7.155E+02 9.394E+10 3.908E-03 6.405E-02 1.000E+05 0.000E+00 0.000E+00 6.789E+05
 3.05966010E-02   4246.9 8.382E+02 1.093E+11 4.462E-03 6.521E-02 1.000E+05 0.000E+00 0.000E+00 6.808E+05
 3.58270839E-02   4273.8 9.815E+02 1.272E+11 5.099E-03 6.651E-02 1.000E+05 0.000E+00 0.000E+00 6.828E+05
 4.19354240E-02   4301.5 1.149E+03 1.480E+11 5.819E-03 6.761E-02 1.000E+05 0.000E+00 0.000E+00 6.849E+05
 4.90703165E-02   4329.3 1.344E+03 1.721E+11 6.646E-03 6.894E-02 1.000E+05 0.000E+00 0.000E+00 6.870E+05
